scorer,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel
labeled-data/montblanccropped/img0382c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0382c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0382c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c0.png,,,,,386.34000000000003,0.8700000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.53999999999996,197.96000000000004,376.78,210.19000000000005,368.71000000000004,206.28999999999996,377.03999999999996,203.67999999999995,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c2.png,,,,,,,,,369.41999999999996,22.120000000000005,384.91999999999996,21.75,359.21000000000004,20.420000000000016,376.6,17.589999999999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0439c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.53999999999996,382.96000000000004,295.78,395.19000000000005,287.71000000000004,391.28999999999996,296.03999999999996,388.67999999999995,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c0.png,295.19,280.6,308.72,284.59,290.72,283.02,309.57,279.75,180.76,331.55,201.3,337.64,189.86,336.97,192.2,332.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c1.png,136.19,118.60000000000002,149.72000000000003,122.58999999999997,131.72000000000003,121.01999999999998,150.57,117.75,21.75999999999999,169.55,42.30000000000001,175.64,30.860000000000014,174.97000000000003,33.19999999999999,170.3,264.21,187.18,281.51,190.10000000000002,278.24,186.13,261.29,188.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c2.png,346.19,42.60000000000002,359.72,46.589999999999975,341.72,45.01999999999998,360.57,41.75,231.76,93.55000000000001,252.3,99.63999999999999,240.86,98.97000000000003,243.2,94.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c3.png,328.19,262.6,341.72,266.59,323.72,265.02,342.57,261.75,213.76,313.55,234.3,319.64,222.86,318.97,225.2,314.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c6.png,284.19,23.600000000000023,297.72,27.589999999999975,279.72,26.019999999999982,298.57,22.75,169.76,74.55000000000001,190.3,80.63999999999999,178.86,79.97000000000003,181.2,75.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c7.png,,,,,,,,,,,,,,,,,37.20999999999998,196.18,54.50999999999999,199.10000000000002,51.24000000000001,195.13,34.29000000000002,197.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.98000000000002,358.95000000000005,237.53999999999996,373.30999999999995,240.1199999999999,366.97,230.54999999999995,367.62,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0492c9.png,,,,,,,,,,,,,,,,,,,4.509999999999991,284.1,1.240000000000009,280.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0545c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.24000000000001,324.30999999999995,109.62,326.62,99.63,326.03999999999996,117.5,324.30999999999995
labeled-data/montblanccropped/img0545c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.24000000000001,212.30999999999995,66.62,214.62,56.629999999999995,214.03999999999996,74.5,212.30999999999995
labeled-data/montblanccropped/img0545c2.png,301.23,214.36,301.23,217.51,292.34,207.45999999999998,311.04,227.08999999999997,61.31,241.45,74.11000000000001,241.10000000000002,66.38999999999999,240.57,59.56,242.5,202.43,195.29000000000002,211.38,202.31,212.58999999999997,196.01,201.45999999999998,197.82999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0545c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.24,313.30999999999995,260.62,315.62,250.63,315.03999999999996,268.5,313.30999999999995
labeled-data/montblanccropped/img0545c4.png,46.23000000000002,44.360000000000014,46.23000000000002,47.50999999999999,37.339999999999975,37.45999999999998,56.04000000000002,57.089999999999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.24,286.30999999999995,319.62,288.62,309.63,288.03999999999996,327.5,286.30999999999995
labeled-data/montblanccropped/img0545c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0545c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0545c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0545c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0545c9.png,171.23000000000002,68.36000000000001,171.23000000000002,71.50999999999999,162.33999999999997,61.45999999999998,181.04000000000002,81.08999999999997,,,,,,,,,72.43,49.29000000000002,81.38,56.31,82.58999999999997,50.00999999999999,71.45999999999998,51.829999999999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.71000000000004,204.85000000000002,184.77999999999997,206.44000000000005,177.91999999999996,204.09000000000003,193.82000000000005,205.01
labeled-data/montblanccropped/img0563c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7100000000000364,397.85,0.7799999999999727,399.44000000000005,,,9.82000000000005,398.01
labeled-data/montblanccropped/img0563c2.png,,,,,,,,,3.539999999999999,338.52,15.700000000000003,339.03999999999996,11.299999999999997,340.46000000000004,12.209999999999994,338.01,179.24,282.48,190.96,281.07,185.97,282.91,186.19,280.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.71000000000004,44.85000000000002,395.78,46.440000000000055,388.91999999999996,44.09000000000003,,
labeled-data/montblanccropped/img0563c4.png,,,,,,,,,,,,,,,,,105.24000000000001,142.48000000000002,116.96000000000001,141.07,111.97,142.91000000000003,112.19,140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c6.png,246.14,1.1999999999999886,,,,,248.55999999999995,8.579999999999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0563c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0572c0.png,395.38,378.03999999999996,384.27,376.73,393.62,384.76,391.58000000000004,371.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0572c1.png,312.38,37.039999999999964,301.27,35.73000000000002,310.62,43.75999999999999,308.58000000000004,30.470000000000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0572c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.63999999999999,126.80999999999995,74.44000000000005,129.05999999999995,64.63999999999999,125.0,80.75,128.15999999999997
labeled-data/montblanccropped/img0572c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.74,384.75,,,395.58000000000004,389.4200000000001,388.29999999999995,391.4000000000001,,,,,,,,
labeled-data/montblanccropped/img0572c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.64,356.80999999999995,148.44000000000005,359.05999999999995,138.64,355.0,154.75,358.15999999999997
labeled-data/montblanccropped/img0572c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0572c6.png,391.38,186.03999999999996,380.27,184.73000000000002,389.62,192.76,387.58000000000004,179.47000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0572c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.63999999999999,249.80999999999995,117.44000000000005,252.05999999999995,107.63999999999999,248.0,123.75,251.15999999999997
labeled-data/montblanccropped/img0572c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0572c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c0.png,35.27999999999997,97.39999999999998,24.639999999999986,96.03999999999996,35.549999999999955,90.03999999999996,29.279999999999973,101.35000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.94000000000005,167.60000000000002,83.42999999999995,169.65999999999997,77.62,163.97000000000003,95.28999999999996,170.87
labeled-data/montblanccropped/img0586c1.png,388.28,195.39999999999998,377.64,194.03999999999996,388.54999999999995,188.03999999999996,382.28,199.35000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c2.png,394.28,227.39999999999998,383.64,226.03999999999996,394.54999999999995,220.03999999999996,388.28,231.35000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c6.png,73.27999999999997,194.39999999999998,62.639999999999986,193.03999999999996,73.54999999999995,187.03999999999996,67.27999999999997,198.35000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.94000000000005,264.6,121.42999999999995,266.65999999999997,115.62,260.97,133.28999999999996,267.87
labeled-data/montblanccropped/img0586c7.png,120.27999999999997,378.4,109.63999999999999,377.03999999999996,120.54999999999995,371.03999999999996,114.27999999999997,382.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0586c9.png,119.27999999999997,116.39999999999998,108.63999999999999,115.03999999999996,119.54999999999995,109.03999999999996,113.27999999999997,120.35000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.94000000000005,186.60000000000002,167.42999999999995,188.65999999999997,161.62,182.97000000000003,179.28999999999996,189.87
labeled-data/montblanccropped/img0587c0.png,358.38,57.34000000000003,347.25,55.91999999999996,359.28,51.0,351.78,60.450000000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.61,127.59000000000003,393.58000000000004,122.11000000000001,,
labeled-data/montblanccropped/img0587c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.48,392.44000000000005,,,325.89,399.20000000000005,331.73,397.53,,,,,,,,
labeled-data/montblanccropped/img0587c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c4.png,206.38,369.34000000000003,195.25,367.91999999999996,207.27999999999997,363.0,199.77999999999997,372.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c7.png,375.38,329.34000000000003,364.25,327.91999999999996,376.28,323.0,368.78,332.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0587c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.85000000000002,360.94000000000005,189.39,379.76,185.08000000000004,371.59000000000003,194.07000000000005,370.66999999999996,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c3.png,73.52999999999997,217.23000000000002,64.72000000000003,217.69000000000005,78.49000000000001,210.99,67.48000000000002,219.52999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.690000000000055,266.02,56.99000000000001,269.15,53.960000000000036,261.98,71.40999999999997,269.88
labeled-data/montblanccropped/img0597c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0597c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.52,380.78999999999996,345.02,393.80999999999995,340.25,387.08000000000004,331.3499999999999,387.73,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c1.png,137.0,22.19999999999999,131.46000000000004,27.029999999999973,144.23000000000002,23.480000000000018,124.92999999999995,23.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.42999999999995,9.579999999999984,148.63,17.24000000000001,164.65999999999997,10.139999999999986,143.38,12.410000000000025
labeled-data/montblanccropped/img0624c2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.51999999999998,394.78999999999996,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0624c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c0.png,,,,,,,398.78999999999996,346.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c1.png,372.28999999999996,380.17,368.57000000000005,387.98,382.70000000000005,380.17,357.78999999999996,383.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c2.png,181.28999999999996,229.17000000000002,177.57000000000005,236.98000000000002,191.70000000000005,229.17000000000002,166.78999999999996,232.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.52,70.55000000000001,360.65999999999997,85.05000000000001,388.37,71.52000000000001,344.54999999999995,76.19
labeled-data/montblanccropped/img0676c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.519999999999982,159.55,7.659999999999968,174.05,35.370000000000005,160.52,,
labeled-data/montblanccropped/img0676c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0676c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c0.png,314.29999999999995,244.45999999999998,313.95000000000005,256.82,334.78999999999996,249.23000000000002,294.52,246.57999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c1.png,348.29999999999995,345.46,347.95000000000005,357.82,368.78999999999996,350.23,328.52,347.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c2.png,43.299999999999955,287.46,42.950000000000045,299.82,63.789999999999964,292.23,23.519999999999982,289.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.01,18.080000000000013,,,,
labeled-data/montblanccropped/img0701c3.png,,,,,,,394.52,271.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c6.png,397.29999999999995,283.46,396.95000000000005,295.82,,,377.52,285.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c7.png,,,,,11.789999999999964,220.23000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0701c9.png,198.29999999999995,191.45999999999998,197.95000000000005,203.82,218.78999999999996,196.23000000000002,178.51999999999998,193.57999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c0.png,269.84000000000003,302.30999999999995,244.23000000000002,334.91999999999996,293.9,334.91999999999996,233.88,290.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c1.png,,,,,2.8999999999999773,176.91999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c2.png,5.840000000000032,209.30999999999995,,,29.899999999999977,241.91999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c4.png,71.84000000000003,179.30999999999995,46.23000000000002,211.91999999999996,95.89999999999998,211.91999999999996,35.879999999999995,167.14999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0756c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/montblanccropped/img0792c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
